ID,WAVELENGTH,FLUX,FLUX_ERR
4221-55443-0592,[ 3588.3923  3589.22    3590.0457 ... 10394.412  10396.809  10399.206 ],"[ 1.2115737e-17 -1.6357291e-17  1.4544927e-17 ...  6.6642858e-17
  7.0294986e-17  7.3947240e-17]","[3.2565810e-17 3.1136951e-17 3.3165066e-17 ... 0.0000000e+00 0.0000000e+00
 1.5317535e-17]"
4228-55484-0546,[ 3588.3923  3589.22    3590.0457 ... 10377.672  10380.064  10382.458 ],"[-6.3381139e-17 -4.4843016e-17 -1.7493331e-17 ...  4.7347607e-17
 -1.0707017e-17  5.2692418e-18]","[4.6101320e-17 4.5395957e-17 4.6218144e-17 ... 5.7556101e-17 4.9574029e-17
 3.9567076e-17]"
4228-55484-0840,[ 3591.6995  3592.526   3593.3542 ... 10389.631  10392.016  10394.412 ],"[-1.5992553e-17  4.4827280e-19  2.4863059e-17 ...  3.9962118e-17
 -8.6197031e-17 -2.1947393e-16]","[3.9614738e-17 3.9150885e-17 4.0153259e-17 ... 7.3839244e-17 4.5487661e-17
 3.1734268e-17]"
4232-55447-0200,[ 3568.6177  3569.4385  3570.2617 ... 10332.376  10334.747  10337.131 ],"[ 4.1363643e-17  6.4675029e-17  1.1290174e-16 ...  9.0955581e-18
 -1.2837042e-17 -4.1149049e-17]","[4.2179025e-17 4.2668338e-17 4.4961075e-17 ... 1.7546918e-17 2.5294872e-17
 2.0191957e-17]"
4233-55449-0498,[ 3566.9744  3567.7969  3568.6177 ... 10320.482  10322.862  10325.231 ],"[1.0643135e-16 6.5713087e-17 2.4989121e-17 ... 2.1175534e-17 3.4814268e-17
 3.6642751e-17]","[3.2549468e-17 0.0000000e+00 3.0493497e-17 ... 2.6599104e-17 1.9016613e-17
 1.7764296e-17]"
4233-55449-0623,[ 3589.22    3590.0457  3590.8735 ... 10394.412  10396.809  10399.206 ],"[-9.4744498e-18 -3.2063612e-17  2.2414422e-17 ... -2.1689773e-16
 -4.2823885e-17  1.3125735e-16]","[2.2630573e-17 2.1932194e-17 2.2630181e-17 ... 3.5891086e-17 0.0000000e+00
 2.1019126e-17]"
4256-55477-0284,[ 3566.9744  3567.7969  3568.6177 ... 10306.237  10308.603  10310.9795],"[ 7.5468908e-17  4.0384049e-17  5.2962584e-18 ... -1.4986410e-17
  1.5007607e-18  3.8551838e-17]","[4.1581132e-17 0.0000000e+00 3.9662480e-17 ... 1.4993416e-17 2.2011122e-17
 1.7230673e-17]"
4257-55480-0648,[ 3590.8735  3591.6995  3592.526  ... 10380.064  10382.458  10384.841 ],"[ 1.3084384e-16 -6.8370660e-17 -1.3706205e-17 ... -9.6187228e-17
  3.2212237e-18  7.5221687e-17]","[6.9488737e-17 6.7065614e-17 6.6948200e-17 ... 1.1916933e-16 8.4914590e-17
 5.1557704e-17]"
4258-55481-0208,[ 3564.5117  3565.3318  3566.1538 ... 10327.612  10329.994  10332.376 ],"[ 3.2426560e-16  1.8997626e-16  5.5794120e-17 ... -1.6333520e-17
  3.6302955e-17 -8.1786251e-18]","[1.1149745e-16 0.0000000e+00 5.0407890e-17 ... 2.1140435e-17 1.9141174e-17
 2.5698526e-17]"
4258-55481-0863,[ 3590.0457  3590.8735  3591.6995 ... 10394.412  10396.809  10399.206 ],"[-6.5306443e-18  3.5897918e-17  5.1178717e-17 ... -2.4521511e-16
  2.4811811e-16  7.4146194e-16]","[4.0815867e-17 3.9367911e-17 3.8594742e-17 ... 2.8224104e-16 0.0000000e+00
 3.4024122e-16]"
4259-55501-0662,[ 3591.6995  3592.526   3593.3542 ... 10399.206  10401.593  10403.991 ],"[ 1.1269997e-16  2.7948911e-17 -1.6932769e-17 ...  2.4955248e-16
  7.8139067e-17 -9.3284367e-17]","[4.4218905e-17 4.0333221e-17 3.8037057e-17 ... 1.9412633e-16 0.0000000e+00
 1.6521371e-16]"
4276-55505-0279,[ 3571.9065  3572.7283  3573.552  ... 10320.482  10322.862  10325.231 ],"[ 6.2863038e-18  4.7334345e-17  1.6400003e-16 ... -1.4286564e-17
  9.1594131e-18  8.4800604e-18]","[8.3041509e-17 4.0362443e-17 4.2562274e-17 ... 2.1904313e-17 1.4314149e-17
 1.3955983e-17]"
4279-55508-0792,[ 3590.0457  3590.8735  3591.6995 ... 10380.064  10382.458  10384.841 ],"[-2.72461035e-17 -5.24149977e-17  1.10581897e-17 ... -1.05133126e-17
  7.99000534e-19  1.21115512e-17]","[3.2592574e-17 3.0687646e-17 3.0363957e-17 ... 2.7134042e-17 0.0000000e+00
 3.2523177e-17]"
4289-55856-0311,[ 3553.0396  3553.857   3554.6765 ... 10334.747  10337.131  10339.515 ],"[-2.8187306e-16  2.3835459e-16  1.2183441e-16 ...  2.4866707e-17
 -6.8864467e-17  1.7767452e-17]","[4.4937609e-17 4.4511419e-17 4.3820955e-17 ... 2.7011644e-17 3.1173201e-17
 2.7607739e-17]"
4289-55856-0868,[ 3585.0903  3585.915   3586.74   ... 10351.419  10353.806  10356.193 ],"[ 4.0418401e-17 -6.2219959e-18 -5.1222815e-17 ... -3.4368564e-17
 -8.5058048e-18  1.7357922e-17]","[3.0824455e-17 2.7945956e-17 2.5760887e-17 ... 5.0516119e-17 0.0000000e+00
 3.5594075e-17]"
4290-55527-0943,[ 3585.0903  3585.915   3586.74   ... 10389.631  10392.016  10394.412 ],"[-2.8907511e-17  3.7166145e-17 -2.6493020e-17 ...  8.9405261e-17
 -1.3479989e-17 -1.1636795e-16]","[7.3161167e-17 7.3910937e-17 6.6311754e-17 ... 4.7374295e-17 0.0000000e+00
 2.9449774e-17]"
4292-55532-0900,[ 3590.0457  3590.8735  3591.6995 ... 10389.631  10392.016  10394.412 ],"[ 7.0258796e-17  3.0740193e-18 -1.6846683e-18 ...  3.9806210e-18
 -7.8115000e-17 -1.6021160e-16]","[6.6225139e-17 4.4814849e-17 3.4805848e-17 ... 2.8726275e-17 0.0000000e+00
 4.2220913e-17]"
4294-55500-0417,[ 3566.9744  3567.7969  3568.6177 ... 10325.231  10327.612  10329.994 ],"[ 9.1865931e-17 -1.1164627e-16  1.4727465e-16 ... -2.8177246e-17
 -4.4204131e-18  1.9086099e-18]","[6.3413505e-17 4.2235700e-17 4.3908716e-17 ... 2.6686235e-17 2.2691801e-17
 1.8469055e-17]"
4294-55500-0910,[ 3590.8735  3591.6995  3592.526  ... 10360.958  10363.348  10365.737 ],"[-1.0425128e-17  4.3089617e-18  8.6665690e-18 ...  1.4567620e-17
  5.3232327e-18  8.4008686e-18]","[2.7664700e-17 2.5638584e-17 2.5979043e-17 ... 2.9145229e-17 3.4612397e-17
 2.2824082e-17]"
4297-55806-0323,[ 3556.3142  3557.1323  3557.9507 ... 10322.862  10325.231  10327.612 ],"[ 2.9935852e-17  1.2153949e-16  2.1312572e-16 ...  1.4089334e-17
  4.2144923e-18 -4.9400769e-18]","[6.1020260e-17 0.0000000e+00 4.9902648e-17 ... 1.8896251e-17 1.6798807e-17
 2.1790121e-17]"
4297-55806-0373,[ 3556.3142  3557.1323  3557.9507 ... 10322.862  10325.231  10327.612 ],"[4.89250333e-17 1.00834184e-16 1.52741547e-16 ... 7.72349126e-18
 1.53026279e-17 2.02911176e-17]","[6.2997103e-17 0.0000000e+00 5.2601970e-17 ... 1.8002747e-17 1.7086231e-17
 2.3646419e-17]"
4304-55506-0699,[ 3590.0457  3590.8735  3591.6995 ... 10387.236  10389.631  10392.016 ],"[-1.3679901e-17  4.3659254e-18  2.3799566e-16 ...  2.9836961e-16
  8.4816433e-17 -1.2873691e-16]","[6.7071907e-17 6.5672953e-17 7.2202114e-17 ... 2.9768298e-16 0.0000000e+00
 4.9475337e-17]"
4307-55531-0465,[ 3550.5847  3551.4036  3552.2205 ... 10325.231  10327.612  10329.994 ],"[-1.3006948e-16  7.7871881e-17  2.0910418e-16 ... -3.0644491e-17
  3.2220283e-17 -1.0158329e-17]","[8.9129723e-17 8.9290382e-17 8.4979825e-17 ... 2.2790201e-17 2.4255253e-17
 2.4175450e-17]"
4316-55505-0781,[ 3588.3923  3589.22    3590.0457 ... 10380.064  10382.458  10384.841 ],"[ 3.84331025e-18  4.14022467e-18 -1.30138845e-17 ... -9.58862604e-17
  2.03902403e-17  1.36675092e-16]","[2.8383694e-17 2.7208849e-17 2.6099658e-17 ... 5.6448618e-17 0.0000000e+00
 7.5070677e-17]"
4317-55480-0057,[ 3562.8704  3563.69    3564.5117 ... 10320.482  10322.862  10325.231 ],"[ 2.7591812e-16  1.7506694e-16  7.4192225e-17 ...  3.8651867e-17
  5.6426377e-17 -3.0618001e-17]","[9.1390110e-17 0.0000000e+00 3.8738020e-17 ... 3.0735497e-17 2.3127489e-17
 2.8604647e-17]"
4319-55507-0554,[ 3588.3923  3589.22    3590.0457 ... 10375.279  10377.672  10380.064 ],"[ 3.5939429e-17  1.2918293e-17  2.3800685e-18 ... -1.1060617e-16
 -8.2633834e-17 -5.4661197e-17]","[3.5519026e-17 3.3876692e-17 3.2528838e-17 ... 1.3781090e-16 0.0000000e+00
 1.1976396e-16]"
4320-55894-0831,[ 3573.552   3574.374   3575.1963 ... 10356.193  10358.569  10360.958 ],"[ 1.3751535e-16 -4.2399568e-17  4.1945994e-18 ...  2.8577873e-17
 -8.9873794e-19 -3.0376028e-17]","[1.0159985e-16 3.5543683e-17 3.0105460e-17 ... 2.9327454e-17 0.0000000e+00
 2.1199650e-17]"
4322-55503-0675,[ 3589.22    3590.0457  3590.8735 ... 10392.016  10394.412  10396.809 ],"[ 3.0244625e-17  1.0374805e-16  2.8705202e-17 ... -1.1909013e-16
  1.2946094e-16  3.7801884e-16]","[4.7201705e-17 4.8369168e-17 4.6696579e-17 ... 6.2205775e-17 0.0000000e+00
 6.8811057e-17]"
4351-55538-0807,[ 3587.5671  3588.3923  3589.22   ... 10389.631  10392.016  10394.412 ],"[ 2.1617749e-16  1.3372199e-16  1.4719396e-16 ... -6.7770868e-17
 -2.9462668e-17  8.8464138e-18]","[5.3959920e-17 5.4339238e-17 5.4979320e-17 ... 3.2073985e-17 0.0000000e+00
 2.1572470e-17]"
4371-55830-0594,[ 3587.5671  3588.3923  3589.22   ... 10380.064  10382.458  10384.841 ],"[ 4.2271073e-17  4.3564701e-17  4.5789347e-17 ... -4.2018920e-16
 -1.4666120e-16  6.7078048e-17]","[3.2203514e-17 3.2988717e-17 3.0879721e-17 ... 2.8404464e-16 1.8118253e-16
 7.3945321e-17]"
4379-55881-0577,[ 3579.3167  3580.14    3580.9636 ... 10387.236  10389.631  10392.016 ],"[ 2.4277190e-16  1.8933959e-17  8.5167244e-17 ...  4.3124809e-18
 -1.5394086e-17 -3.5101982e-17]","[6.0825919e-17 5.7479073e-17 5.4108832e-17 ... 2.1723976e-17 0.0000000e+00
 1.6185162e-17]"
4380-55857-0198,[ 3553.857   3554.6765  3555.4944 ... 10334.747  10337.131  10339.515 ],"[ 1.0845283e-17  5.4349227e-17  8.6668392e-19 ... -1.6620658e-17
 -6.6418434e-17  1.2513473e-16]","[3.1244319e-17 2.4685485e-17 2.3614365e-17 ... 5.8322672e-17 6.0129056e-17
 6.1360900e-17]"
4382-55742-0798,[ 3594.181   3595.0098  3595.8367 ... 10389.631  10392.016  10394.412 ],"[ 2.1223759e-17  5.3768682e-17  2.8151246e-17 ...  4.8056077e-17
 -3.8215881e-18 -5.5699332e-17]","[4.2456355e-17 4.1722586e-17 3.9942590e-17 ... 3.9727605e-17 0.0000000e+00
 1.6212406e-16]"
4387-55534-0806,[ 3592.526   3593.3542  3594.181  ... 10360.958  10363.348  10365.737 ],"[ 6.1004773e-18  1.1130728e-17  9.0199339e-18 ... -5.8659009e-18
 -5.9524459e-18  3.0657319e-17]","[2.7693274e-17 2.8434466e-17 2.8057970e-17 ... 1.2555648e-17 1.5861375e-17
 2.7520896e-17]"
4392-55833-0170,[ 3553.857   3554.6765  3555.4944 ... 10334.747  10337.131  10339.515 ],"[ 1.8182232e-16 -7.1836540e-17  6.8156572e-17 ...  3.5772640e-17
 -1.6301065e-17 -2.6674639e-17]","[1.1237552e-16 8.0875705e-17 6.7305013e-17 ... 3.0626511e-17 2.7859817e-17
 2.5144259e-17]"
4392-55833-0560,[ 3585.915   3586.74    3587.5671 ... 10382.458  10384.841  10387.236 ],"[-1.0663210e-16  3.2526313e-17  1.3002889e-16 ... -3.6058031e-16
 -5.3154474e-17  2.5427701e-16]","[1.0807403e-16 5.7040443e-17 5.7951460e-17 ... 1.8959686e-16 0.0000000e+00
 4.0942856e-17]"
4392-55833-0989,[ 3585.915   3586.74    3587.5671 ... 10382.458  10384.841  10387.236 ],"[ 1.4680295e-17 -1.2209711e-16  6.6112803e-18 ... -1.8407473e-16
 -4.8545632e-17  8.6989172e-17]","[8.5142157e-17 7.0077491e-17 7.0205035e-17 ... 1.5757975e-16 0.0000000e+00
 2.5559550e-17]"
4404-55513-0289,[ 3566.1538  3566.9744  3567.7969 ... 10315.736  10318.104  10320.482 ],"[ 2.30296843e-17  1.06153756e-16  9.57999954e-17 ... -2.42606829e-17
  6.67595593e-18  1.13536817e-17]","[5.1538325e-17 4.6048417e-17 4.6404621e-17 ... 2.4179077e-17 2.0648350e-17
 1.5598522e-17]"
4407-55884-0128,[ 3554.6765  3555.4944  3556.3142 ... 10337.131  10339.515  10341.888 ],"[-1.9583815e-16 -9.5458774e-17  4.9317451e-18 ... -2.9502786e-17
  1.8102472e-17  6.7371472e-17]","[5.9536404e-17 0.0000000e+00 3.4053941e-17 ... 5.1848558e-17 4.3798605e-17
 4.9131537e-17]"
4418-55862-0575,[ 3587.5671  3588.3923  3589.22   ... 10380.064  10382.458  10384.841 ],"[ 3.21639354e-17  1.28596385e-17  4.82508447e-17 ... -3.48118815e-16
 -1.47143414e-16  5.38329507e-17]","[7.2622494e-17 7.4589761e-17 7.3110769e-17 ... 4.0259166e-16 0.0000000e+00
 5.1974233e-17]"
4423-55889-0170,[ 3555.4944  3556.3142  3557.1323 ... 10337.131  10339.515  10341.888 ],"[-7.6190647e-17  5.3638113e-17  1.5759960e-17 ... -1.6761278e-17
 -3.1214467e-19  6.2729692e-17]","[3.3113181e-17 3.4655910e-17 3.4213308e-17 ... 4.6294665e-17 3.7406960e-17
 4.6001856e-17]"
4424-55532-0766,[ 3594.181   3595.0098  3595.8367 ... 10351.419  10353.806  10356.193 ],"[ 4.9941925e-16 -3.2484280e-16  2.2528281e-16 ...  6.3304232e-17
  3.6942498e-17  1.0579903e-17]","[6.8434472e-17 6.5787878e-17 6.3501306e-17 ... 3.9875697e-17 0.0000000e+00
 3.5158716e-17]"
4425-55864-0495,[ 3556.3142  3557.1323  3557.9507 ... 10329.994  10332.376  10334.747 ],"[ 1.9985120e-17  1.7851633e-17  1.5716523e-17 ...  1.2396081e-17
 -1.9661499e-17  2.1042821e-17]","[3.8438699e-17 0.0000000e+00 3.6486828e-17 ... 3.1179382e-17 2.9038569e-17
 3.0019681e-17]"
4442-55532-0713,[ 3594.181   3595.0098  3595.8367 ... 10377.672  10380.064  10382.458 ],"[ 1.8283269e-17  5.7462934e-17  1.3670121e-18 ...  4.0809002e-17
 -1.7509963e-17 -7.0630008e-17]","[1.9705952e-17 2.0031636e-17 1.9944853e-17 ... 4.6340630e-17 3.9320775e-17
 4.7885506e-17]"
4443-55539-0240,[ 3554.6765  3555.4944  3556.3142 ... 10325.231  10327.612  10329.994 ],"[ 3.4274073e-17  3.1823455e-17  1.3618476e-17 ... -5.3334633e-18
  1.5993787e-18  5.0325065e-18]","[9.3961504e-17 3.1047546e-17 3.1251105e-17 ... 1.4120646e-17 1.5493741e-17
 1.3649877e-17]"
4445-55622-0997,[ 3586.74    3587.5671  3588.3923 ... 10387.236  10389.631  10392.016 ],"[ 9.4557550e-17 -1.5604092e-18  7.7583559e-17 ...  1.3787032e-16
  2.6529011e-16 -1.5922730e-16]","[4.4378227e-17 4.2238102e-17 4.4593744e-17 ... 5.5016937e-17 6.5257490e-17
 4.3952464e-17]"
4445-55869-0993,[ 3587.5671  3588.3923  3589.22   ... 10349.043  10351.419  10353.806 ],"[-7.1702493e-16  7.7668379e-16 -3.3182280e-16 ... -2.1416092e-17
  1.1122605e-17  4.3660634e-17]","[1.2362785e-16 1.1627710e-16 1.1324177e-16 ... 3.7751203e-17 0.0000000e+00
 3.1801068e-17]"
4446-55589-0041,[ 3555.4944  3556.3142  3557.1323 ... 10284.8955 10287.267  10289.64  ],"[ 1.7091108e-17 -5.8799178e-18  1.4882234e-16 ... -8.1447399e-17
 -5.3170207e-17  6.9189291e-17]","[8.6055702e-17 4.9772331e-17 4.7522588e-17 ... 3.5626381e-17 1.8885443e-17
 1.3762924e-17]"
4446-55589-0426,[ 3553.857   3554.6765  3555.4944 ... 10287.267  10289.64   10292.001 ],"[-1.6993310e-19  3.5777428e-17  3.7989927e-17 ...  2.5189120e-17
 -6.3239819e-18 -1.4203358e-16]","[6.3371346e-17 2.7629500e-17 2.8429903e-17 ... 2.5886922e-17 3.4958519e-17
 3.3624402e-17]"
4449-55544-0111,[ 3554.6765  3555.4944  3556.3142 ... 10327.612  10329.994  10332.376 ],"[ 1.0270658e-16  7.5744009e-17  6.1329143e-17 ... -1.1451469e-17
  3.6755701e-17 -2.9758445e-17]","[1.6980826e-16 8.8522593e-17 5.2129677e-17 ... 2.6770336e-17 2.9639314e-17
 2.8897843e-17]"
4453-55535-0615,[ 3591.6995  3592.526   3593.3542 ... 10375.279  10377.672  10380.064 ],"[-4.4143661e-17  2.2182758e-16  1.2224020e-17 ...  1.2347223e-16
 -2.0649859e-17 -2.4156596e-16]","[8.5908007e-17 9.4619456e-17 3.1914067e-17 ... 1.3057428e-16 1.1406789e-16
 9.3686747e-17]"
4454-55536-0235,[ 3558.771   3559.5898  3560.4106 ... 10327.612  10329.994  10332.376 ],"[-3.7487971e-17  3.4804862e-17  8.4495699e-17 ...  2.2924151e-17
  2.3627161e-18 -1.9158092e-17]","[4.6001469e-17 3.6015057e-17 2.9478573e-17 ... 2.1173010e-17 2.0110541e-17
 1.9465361e-17]"
4455-55539-0092,[ 3553.0396  3553.857   3554.6765 ... 10320.482  10322.862  10325.231 ],"[-4.0697895e-17  3.2548294e-18  4.7172056e-17 ... -3.7251417e-17
  2.1209475e-17  3.2027825e-17]","[4.9673443e-17 0.0000000e+00 4.5986570e-17 ... 5.1838678e-17 4.1212666e-17
 3.5785901e-17]"
4456-55537-0872,[ 3592.526   3593.3542  3594.181  ... 10382.458  10384.841  10387.236 ],"[ 1.6033123e-17  5.4899091e-17  3.9317522e-17 ... -1.3074078e-16
  1.0509747e-17  6.3414163e-19]","[2.4321992e-17 2.4032786e-17 2.3207505e-17 ... 7.8981739e-17 9.9965455e-18
 6.9494363e-18]"
4459-55533-0962,[ 3595.0098  3595.8367  3596.666  ... 10389.631  10392.016  10394.412 ],"[ 8.8669249e-17 -1.3984020e-18 -2.9324396e-17 ...  8.1447439e-17
 -4.5589699e-17 -2.0488693e-16]","[3.9878205e-17 3.7138401e-17 3.4594854e-17 ... 8.4675614e-17 6.2040392e-17
 2.8280567e-17]"
4460-55533-0592,[ 3593.3542  3594.181   3595.0098 ... 10394.412  10396.809  10399.206 ],"[-8.9123371e-17  6.9189145e-17  6.8889243e-17 ... -7.8408616e-17
  3.1002537e-17  1.4041885e-16]","[2.3057837e-17 2.4995947e-17 2.6353473e-17 ... 1.4456591e-17 0.0000000e+00
 2.0476616e-17]"
4463-55868-0204,[ 3553.0396  3553.857   3554.6765 ... 10332.376  10334.747  10337.131 ],"[ 3.0472693e-16  2.3809630e-16  1.7146779e-16 ...  4.0430745e-17
 -2.5387925e-17 -6.1855117e-17]","[5.8514512e-17 0.0000000e+00 4.0101087e-17 ... 3.0410481e-17 5.3599259e-17
 5.9775486e-17]"
4467-55894-0410,[ 3557.1323  3557.9507  3558.771  ... 10341.888  10344.272  10346.657 ],"[ 1.5554434e-16  9.3915585e-17  3.2252967e-17 ...  1.0093362e-16
  7.8150171e-17 -4.4200505e-17]","[4.6321105e-17 0.0000000e+00 4.0335590e-17 ... 5.9141091e-17 1.0806035e-16
 1.6233326e-16]"
4478-55600-0939,[ 3591.6995  3592.526   3593.3542 ... 10394.412  10396.809  10399.206 ],"[ 7.0144115e-17  1.6357145e-16  8.2482116e-17 ... -1.7948082e-16
  1.1633939e-16  1.7724089e-16]","[5.5897544e-17 5.6700683e-17 5.0118407e-17 ... 9.8175691e-17 6.8067865e-17
 6.9244268e-17]"
4479-55592-0980,[ 3587.5671  3588.3923  3589.22   ... 10396.809  10399.206  10401.593 ],"[ 3.1428919e-17 -2.5611960e-18 -1.5162744e-18 ...  2.5269663e-17
  2.4399550e-17  2.3529460e-17]","[2.7505731e-17 2.5794999e-17 2.5666016e-17 ... 1.4559497e-16 0.0000000e+00
 1.4527879e-16]"
4485-55836-0407,[ 3553.857   3554.6765  3555.4944 ... 10344.272  10346.657  10349.043 ],"[-5.5853002e-17  9.8952533e-17  1.0853298e-16 ... -4.8578510e-18
 -4.4018287e-17  4.4617371e-17]","[3.9827886e-17 4.2043542e-17 3.6365685e-17 ... 9.4950746e-17 7.4045767e-17
 5.5671082e-17]"
4490-55629-0573,[ 3587.5671  3588.3923  3589.22   ... 10365.737  10368.116  10370.507 ],"[ 4.2176014e-17  4.6478107e-17  3.9320120e-17 ...  1.1603289e-17
  2.7288783e-17 -4.3516086e-17]","[2.8238414e-17 2.4597594e-17 2.4725709e-17 ... 2.6669254e-17 6.2220605e-17
 3.3021227e-16]"
4491-55570-0046,[ 3556.3142  3557.1323  3557.9507 ... 10318.104  10320.482  10322.862 ],"[-8.6997715e-17 -5.7203067e-18  7.5480204e-17 ... -6.5164448e-17
  1.1908194e-17  3.6309017e-17]","[4.2776004e-17 0.0000000e+00 4.2138774e-17 ... 4.4281662e-17 2.9820579e-17
 3.1285605e-17]"
4492-55565-0920,[ 3585.0903  3585.915   3586.74   ... 10375.279  10377.672  10380.064 ],"[ 1.3445710e-16 -4.4686805e-17  1.2860026e-16 ...  9.3731124e-17
  5.6843415e-17  1.9955951e-17]","[3.50612182e-17 3.45722255e-17 3.22297691e-17 ... 1.04064410e-16
 0.00000000e+00 1.01577515e-16]"
4496-55544-0666,[ 3594.181   3595.0098  3595.8367 ... 10392.016  10394.412  10396.809 ],"[ 2.7679526e-17  1.7119555e-17 -1.6000490e-17 ... -6.3544061e-17
 -5.5624634e-17 -4.7705005e-17]","[2.5784283e-17 2.6011775e-17 2.3645080e-17 ... 1.0347582e-16 0.0000000e+00
 6.9930875e-17]"
4507-55564-0228,[ 3551.4036  3552.2205  3553.0396 ... 10310.9795 10313.357  10315.736 ],"[-4.1380041e-17  2.4485684e-19 -2.7715024e-16 ...  2.7768432e-18
  6.6090487e-17 -4.8033885e-17]","[6.3685939e-17 5.0480186e-17 5.1010607e-17 ... 1.9000167e-17 1.6109028e-17
 4.0279312e-17]"
4508-55600-0376,[ 3551.4036  3552.2205  3553.0396 ... 10308.603  10310.9795 10313.357 ],"[ 5.9725994e-17 -7.1308089e-18 -6.8522729e-17 ...  4.5294256e-16
  5.5074495e-16  6.4855142e-16]","[1.6686648e-16 5.2365850e-17 4.6284580e-17 ... 0.0000000e+00 0.0000000e+00
 1.3105422e-16]"
4511-55602-0302,[ 3548.1335  3548.9517  3549.768  ... 10322.862  10325.231  10327.612 ],"[-5.64248020e-17 -1.14866204e-17  4.20364750e-17 ...  5.69796799e-19
 -1.61059113e-17  2.31007590e-17]","[7.7812060e-17 5.0894729e-17 4.0501244e-17 ... 2.0037574e-17 2.1487214e-17
 2.5113531e-17]"
4529-55563-0960,[ 3590.8735  3591.6995  3592.526  ... 10360.958  10363.348  10365.737 ],"[-1.67012216e-17  5.10190576e-17 -1.02197743e-17 ...  1.13265585e-17
 -1.70457374e-17 -4.54201499e-17]","[2.5849083e-17 2.4071958e-17 2.3009040e-17 ... 2.3251529e-17 0.0000000e+00
 6.0979715e-17]"
4531-55563-0115,[ 3548.1335  3548.9517  3549.768  ... 10292.001  10294.374  10296.748 ],"[-8.4310070e-18  3.9677078e-17  4.6466821e-17 ... -4.5665048e-17
 -6.9005187e-17  3.5467522e-16]","[2.9442829e-17 2.4195040e-17 2.3660959e-17 ... 7.3435348e-17 2.9909689e-16
 4.6893369e-16]"
4531-55563-0816,[ 3590.0457  3590.8735  3591.6995 ... 10387.236  10389.631  10392.016 ],"[ 9.6030157e-17  3.4736672e-17  1.6438216e-17 ...  6.6806296e-17
  6.5421390e-17 -2.1016269e-16]","[3.8551596e-17 3.7602330e-17 3.7822678e-17 ... 3.4630863e-17 3.9459572e-17
 5.6466624e-17]"
4532-55559-0651,[ 3586.74    3587.5671  3588.3923 ... 10389.631  10392.016  10394.412 ],"[ 1.6565164e-17  2.8326479e-17  4.1719959e-17 ...  3.9737724e-17
  1.7675412e-18 -3.6202982e-17]","[5.0174073e-17 4.8352906e-17 5.0280806e-17 ... 2.3444641e-17 0.0000000e+00
 3.5634838e-17]"
4538-55860-0319,[ 3556.3142  3557.1323  3557.9507 ... 10334.747  10337.131  10339.515 ],"[ 2.7715557e-17 -2.3547332e-17 -4.3701666e-17 ... -2.4872505e-17
 -2.3058336e-17  1.5796812e-17]","[8.6353950e-17 4.3759323e-17 4.1492637e-17 ... 1.9875213e-17 2.2274229e-17
 2.0748102e-17]"
4548-55565-0823,[ 3590.8735  3591.6995  3592.526  ... 10360.958  10363.348  10365.737 ],"[ 4.5444181e-17  7.2867042e-17  5.8502938e-17 ... -1.9174717e-17
  4.6883836e-18  6.1512583e-18]","[5.4099167e-17 5.0979783e-17 5.0245349e-17 ... 3.2474942e-17 5.0685022e-17
 3.7015426e-17]"
4553-55584-0718,[ 3585.0903  3585.915   3586.74   ... 10392.016  10394.412  10396.809 ],"[ 1.08473216e-16 -7.17386481e-17  6.98996602e-17 ... -1.43529614e-16
  1.08560414e-16  3.60653871e-16]","[1.8148830e-16 1.5896811e-16 6.9419254e-17 ... 1.1581357e-16 0.0000000e+00
 1.6466003e-16]"
4553-55584-0968,[ 3585.0903  3585.915   3586.74   ... 10392.016  10394.412  10396.809 ],"[-3.2886190e-17 -6.5666739e-17 -3.3377861e-18 ... -3.0193720e-16
  3.5113936e-17  3.7215668e-16]","[1.2352892e-16 1.1632470e-16 1.1657970e-16 ... 9.1278189e-17 0.0000000e+00
 1.3681487e-16]"
4557-55588-0819,[ 3590.0457  3590.8735  3591.6995 ... 10392.016  10394.412  10396.809 ],"[ 1.0326940e-16  6.8187376e-17  3.9466961e-17 ... -1.0821285e-17
 -1.0856160e-16  1.0144231e-16]","[4.1861080e-17 3.8980066e-17 3.7381893e-17 ... 4.1197840e-17 5.3819312e-17
 4.1450001e-17]"
4565-55591-0900,[ 3586.74    3587.5671  3588.3923 ... 10394.412  10396.809  10399.206 ],"[-2.4074268e-17  4.4732776e-17 -3.3602266e-18 ... -7.8355054e-17
  1.4972221e-16  3.8024828e-16]","[3.2849883e-17 3.3681584e-17 2.9939190e-17 ... 1.1756508e-16 1.3503411e-16
 1.3085951e-16]"
4567-55589-0044,[ 3553.0396  3553.857   3554.6765 ... 10303.861  10306.237  10308.603 ],"[ 7.0522673e-17  3.9915720e-17  9.3153350e-18 ... -6.0581510e-17
  1.3421856e-17  5.7256966e-17]","[2.3553819e-17 0.0000000e+00 2.0886479e-17 ... 5.2146839e-17 3.5308605e-17
 2.1295603e-17]"
4605-55971-0344,[ 3553.857   3554.6765  3555.4944 ... 10332.376  10334.747  10337.131 ],"[-3.8861721e-16 -2.8218836e-16 -1.7579261e-16 ...  2.2692752e-17
 -2.9276410e-17 -3.1693283e-17]","[5.3347548e-17 0.0000000e+00 5.1097269e-17 ... 2.9769860e-17 3.3030794e-17
 2.9101438e-17]"
